manufacturer,asset_sha256,source_url,pdf_page,raw_text,context,verification
svendborg,e8078a73e7e4072d7daf7dc7cedacb33a8ed228c2bc1551d9f0d838293e43b59,https://svendborg-brakes.com/media/enuo1zu4/product-catalogue.pdf,15,"BSFI 322                                                                   22,000                                                                24,500                                                                17,600                                                                          3.0                                                                   5.0                                                               3.19                                                0.84 - 1.23                                                                                                                                                                                                                                                                                                                           Volume for each caliper at 3 mm stroke:                                                                                                                                  41,4 cm3","BSFI 318                                                                   18,000                                                                19,500                                                                14,400                                                                          4.0                                                                   4.2                                                               2.61                                                0.67 - 0.98                                                                                                                                                                                                                                                                                                                           Total piston area - each caliper:                                                                                                                                                                                                                                                                                                                                                                                                                                              138.2 cm2
BSFI 320                                                                   20,000                                                                22,200                                                                16,000                                                                          3.0                                                                   4.5                                                               2.90                                                0.77 - 1.11                                                                                                                                                                                                                                                                                                                           Volume for each caliper at 1 mm stroke:                                                                                                                                  13.8 cm3
BSFI 322                                                                   22,000                                                                24,500                                                                17,600                                                                          3.0                                                                   5.0                                                               3.19                                                0.84 - 1.23                                                                                                                                                                                                                                                                                                                           Volume for each caliper at 3 mm stroke:                                                                                                                                  41,4 cm3
BSFI 325                                                                   25,000                                                                27,800                                                                20,000                                                                      12.0                                                                      5.5                                                               3.62                                                0.96 - 1.39                                                                                                                                                                                                                                                                                                                           Actuating time (guide value for calculation):                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                0.3 sec
BSFI 330                                                                   30,000                                                                33,100                                                                24,000                                                                      10.0                                                                      7.0                                                               4.35                                                1.14 - 1.66                                                                                                                                                                                                                                                                                                                           Pressure connection/port:                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       1/4” BSP",unreviewed extraction; not a design input
svendborg,e8078a73e7e4072d7daf7dc7cedacb33a8ed228c2bc1551d9f0d838293e43b59,https://svendborg-brakes.com/media/enuo1zu4/product-catalogue.pdf,15,"BSFI 345                                                                   45,000                                                                48,800                                                                36,000                                                                          6.0                                                                   9.5                                                               6.52                                                1.68 - 2.44                                                                                                                                                                                                                                                                                                                           Maximum operating pressure                                                                                                                                                                                                                                           23.0 MPa","BSFI 335                                                                   35,000                                                                38,300                                                                28,000                                                                          8.0                                                                   7.5                                                               5.07                                                1.32 - 1.92
BSFI 340                                                                   40,000                                                                43,600                                                                32,000                                                                          7.0                                                                   8.5                                                               5.79                                                1.50 - 2.18                                                                                                                                                                                                                                                                                                                           Recommended pipe size:                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                10/8 mm
BSFI 345                                                                   45,000                                                                48,800                                                                36,000                                                                          6.0                                                                   9.5                                                               6.52                                                1.68 - 2.44                                                                                                                                                                                                                                                                                                                           Maximum operating pressure                                                                                                                                                                                                                                           23.0 MPa
BSFI 350                                                                   50,000                                                                55,000                                                                40,000                                                                     11.0.                                                                  10.5                                                                  7.24                                                1.86 - 3,70                                                                                                                                                                                                                                                                                                                           Operating temperature range - general                                                                                                                                                                                                                                                                                                                                      from -20°C to +70°C
BSFI 355                                                                   55,000                                                                59,300                                                                44,000                                                                      10.0                                                                  12.0                                                                  7.69                                                2.04 - 2.97",unreviewed extraction; not a design input
svendborg,e8078a73e7e4072d7daf7dc7cedacb33a8ed228c2bc1551d9f0d838293e43b59,https://svendborg-brakes.com/media/enuo1zu4/product-catalogue.pdf,15,"BSFI 350                                                                   50,000                                                                55,000                                                                40,000                                                                     11.0.                                                                  10.5                                                                  7.24                                                1.86 - 3,70                                                                                                                                                                                                                                                                                                                           Operating temperature range - general                                                                                                                                                                                                                                                                                                                                      from -20°C to +70°C","BSFI 340                                                                   40,000                                                                43,600                                                                32,000                                                                          7.0                                                                   8.5                                                               5.79                                                1.50 - 2.18                                                                                                                                                                                                                                                                                                                           Recommended pipe size:                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                10/8 mm
BSFI 345                                                                   45,000                                                                48,800                                                                36,000                                                                          6.0                                                                   9.5                                                               6.52                                                1.68 - 2.44                                                                                                                                                                                                                                                                                                                           Maximum operating pressure                                                                                                                                                                                                                                           23.0 MPa
BSFI 350                                                                   50,000                                                                55,000                                                                40,000                                                                     11.0.                                                                  10.5                                                                  7.24                                                1.86 - 3,70                                                                                                                                                                                                                                                                                                                           Operating temperature range - general                                                                                                                                                                                                                                                                                                                                      from -20°C to +70°C
BSFI 355                                                                   55,000                                                                59,300                                                                44,000                                                                      10.0                                                                  12.0                                                                  7.69                                                2.04 - 2.97
BSFI 360                                                                   60,000                                                                65,000                                                                48,000                                                                          9.0                                                               13.0                                                                  8.69                                                2.22 - 3.22                                                                                                                                                                                                                                                                                                                           (For temperatures outside this range contact Svendborg Brakes)",unreviewed extraction; not a design input
svendborg,e8078a73e7e4072d7daf7dc7cedacb33a8ed228c2bc1551d9f0d838293e43b59,https://svendborg-brakes.com/media/enuo1zu4/product-catalogue.pdf,17,"Volume for each caliper at 1 mm stroke:                                                                                                                                  6,9 cm3","                                                                                                                                                                                                 Total piston area - each caliper half:                                                                                                                                                                                                                                                                                                                                                                                                                                              69.1 cm2
                                                                                                                                                                                                 Total piston area - each caliper:                                                                                                                                                                                                                                                                                                                                                                                                                                              69.1 cm2
                                                                                                                                                                                                 Volume for each caliper at 1 mm stroke:                                                                                                                                  6,9 cm3
                                                                                                                                                                                                 Volume for each caliper at 3 mm stroke:                                                                                                                                  20,7 cm3
                                                                                                                                                                                                 Actuating time (guide value for calculation):                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                0.3 sec",unreviewed extraction; not a design input
svendborg,e8078a73e7e4072d7daf7dc7cedacb33a8ed228c2bc1551d9f0d838293e43b59,https://svendborg-brakes.com/media/enuo1zu4/product-catalogue.pdf,17,"Volume for each caliper at 3 mm stroke:                                                                                                                                  20,7 cm3","                                                                                                                                                                                                 Total piston area - each caliper:                                                                                                                                                                                                                                                                                                                                                                                                                                              69.1 cm2
                                                                                                                                                                                                 Volume for each caliper at 1 mm stroke:                                                                                                                                  6,9 cm3
                                                                                                                                                                                                 Volume for each caliper at 3 mm stroke:                                                                                                                                  20,7 cm3
                                                                                                                                                                                                 Actuating time (guide value for calculation):                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                0.3 sec
                                                                                                                                                                                                 Pressure connection/port:                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       1/4” BSP",unreviewed extraction; not a design input
svendborg,e8078a73e7e4072d7daf7dc7cedacb33a8ed228c2bc1551d9f0d838293e43b59,https://svendborg-brakes.com/media/enuo1zu4/product-catalogue.pdf,17,Operating temperature range - general                                                                                                                                                                                                                                                                                                                                      from -20°C to +70°C,"                                                                                                                                                                                                 Recommended pipe size:                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                10/8 mm
                                                                                                                                                                                                 Maximum operating pressue                                                                                                                                                                                                                                                                                                                      23.0 MPa
                                                                                                                                                                                                 Operating temperature range - general                                                                                                                                                                                                                                                                                                                                      from -20°C to +70°C

                                                                                                                                                                                                 (For temperatures outside this range contact Svendborg Brakes)",unreviewed extraction; not a design input
svendborg,e8078a73e7e4072d7daf7dc7cedacb33a8ed228c2bc1551d9f0d838293e43b59,https://svendborg-brakes.com/media/enuo1zu4/product-catalogue.pdf,19,Volume for each caliper at 1 mm stroke:                                                                                                                                  13.8 cm3,"                                                                                                                                                                                                 Total piston area - each caliper half:                                                                                                                                                                                                                                                                                                                                                                                                                                              69.1 cm2
                                                                                                                                                                                                 Total piston area - each caliper:                                                                                                                                                                                                                                                                                                                                                                                                                                              138.2 cm2
                                                                                                                                                                                                 Volume for each caliper at 1 mm stroke:                                                                                                                                  13.8 cm3
                                                                                                                                                                                                 Volume for each caliper at 3 mm stroke:                                                                                                                                  41,4 cm3
                                                                                                                                                                                                 Actuating time (guide value for calculation):                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                0.3 sec",unreviewed extraction; not a design input
svendborg,e8078a73e7e4072d7daf7dc7cedacb33a8ed228c2bc1551d9f0d838293e43b59,https://svendborg-brakes.com/media/enuo1zu4/product-catalogue.pdf,19,"Volume for each caliper at 3 mm stroke:                                                                                                                                  41,4 cm3","                                                                                                                                                                                                 Total piston area - each caliper:                                                                                                                                                                                                                                                                                                                                                                                                                                              138.2 cm2
                                                                                                                                                                                                 Volume for each caliper at 1 mm stroke:                                                                                                                                  13.8 cm3
                                                                                                                                                                                                 Volume for each caliper at 3 mm stroke:                                                                                                                                  41,4 cm3
                                                                                                                                                                                                 Actuating time (guide value for calculation):                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                0.3 sec
                                                                                                                                                                                                 Pressure connection/port:                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       1/4” BSP",unreviewed extraction; not a design input
svendborg,e8078a73e7e4072d7daf7dc7cedacb33a8ed228c2bc1551d9f0d838293e43b59,https://svendborg-brakes.com/media/enuo1zu4/product-catalogue.pdf,19,Maximum operating pressure                                                                                                                                                                                                                                           23.0 MPa,"                                                                                                                                                                                                 Drain connection port:                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                1/8” BSP
                                                                                                                                                                                                 Recommended pipe size:                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                10/8 mm
                                                                                                                                                                                                 Maximum operating pressure                                                                                                                                                                                                                                           23.0 MPa
                                                                                                                                                                                                 Operating temperature range - general                                                                                                                                                                                                                                                                                                                                      from -20°C to +70°C
",unreviewed extraction; not a design input
svendborg,e8078a73e7e4072d7daf7dc7cedacb33a8ed228c2bc1551d9f0d838293e43b59,https://svendborg-brakes.com/media/enuo1zu4/product-catalogue.pdf,19,Operating temperature range - general                                                                                                                                                                                                                                                                                                                                      from -20°C to +70°C,"                                                                                                                                                                                                 Recommended pipe size:                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                10/8 mm
                                                                                                                                                                                                 Maximum operating pressure                                                                                                                                                                                                                                           23.0 MPa
                                                                                                                                                                                                 Operating temperature range - general                                                                                                                                                                                                                                                                                                                                      from -20°C to +70°C

                                                                                                                                                                                                 (For temperatures outside this range contact Svendborg Brakes)",unreviewed extraction; not a design input
svendborg,e8078a73e7e4072d7daf7dc7cedacb33a8ed228c2bc1551d9f0d838293e43b59,https://svendborg-brakes.com/media/enuo1zu4/product-catalogue.pdf,21,"Volume for each caliper at 1 mm stroke:                                                                                                                                  6,9 cm3","                                                                                                                                                                                        Total piston area - each caliper half:                                                                                                                                                                                                                                                                                                                                                                                                                                              69.1 cm2
                                                                                                                                                                                        Total piston area - each caliper:                                                                                                                                                                                                                                                                                                                                                                                                                                              69.1 cm2
                                                                                                                                                                                        Volume for each caliper at 1 mm stroke:                                                                                                                                  6,9 cm3
                                                                                                                                                                                        Volume for each caliper at 3 mm stroke:                                                                                                                                  20,7 cm3
                                                                                                                                                                                        Actuating time (guide value for calculation):                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                0.3 sec",unreviewed extraction; not a design input
